Municipality,Place Name,Suburb,Latitude,Longitude,Sports Played,Number of Field Courts,Field Surface Type,Facility Condition,Changerooms,Address,Facility Name,Historical Information,Url,Categories
Knox City Council,H.V Jones Reserve,Ferntree Gully,-37.890845,145.26990700000000,Cricket,1.0,Synthetic Pitch,,,Kingston Street Ferntree Gully 3156,,,,"['Knox City Council', 'Ferntree Gully', 'Sports', 'Cricket']"
Knox City Council,Karoo Road Reserve,Rowville,-37.905699,145.261866,Cricket,1.0,Synthetic Pitch,,,"Kellbourne Drive, Rowville, City of Knox, Victoria, 3156, Australia",,,,"['Knox City Council', 'Rowville', 'Sports', 'Cricket']"
Knox City Council,Llewellyn Park Reserve,Wantirna South,-37.88342700000000,145.218192,Cricket,2.0,Synthetic Pitch,,,Fonteyn Drive Wantirna South 3152,,,,"['Knox City Council', 'Wantirna South', 'Sports', 'Cricket']"
Knox City Council,Milpera Reserve,Wantirna,-37.860845,145.218478,Cricket,1.0,Synthetic Pitch,,"Female, Male",Milpera Crescent Wantirna 3152,,,,"['Knox City Council', 'Wantirna', 'Sports', 'Cricket']"
Knox City Council,Scoresby Secondary College,Scoresby,-37.889564,145.23771600000000,Cricket,1.0,Synthetic Pitch,,,2 Cavelle Street Scoresby 3179,,,,"['Knox City Council', 'Scoresby', 'Sports', 'Cricket']"
Knox City Council,Eastern Indoor Sports Centre,Knoxfield,-37.893631,145.256038,Cricket (Indoor),2.0,,,,1642 Ferntree Gully Road Knoxfield 3180,,,,"['Knox City Council', 'Knoxfield', 'Sports', 'Cricket']"
Knox City Council,Kingston Links Golf Course,Rowville,-37.920156,145.218242,Golf,1.0,18 Hole Course - Public,,,Corporate Avenue Rowville 3178,,,,"['Knox City Council', 'Rowville', 'Sports', 'Golf']"
Knox City Council,Waterford Valley Golf Course,Knoxfield,-37.902377,145.26068,Golf,1.0,18 Hole Course - Public,,,131 Bunjil Way Knoxfield 3180,,,,"['Knox City Council', 'Knoxfield', 'Sports', 'Golf']"
Knox City Council,Knox School Hockey Facility,Wantirna,-37.864758,145.219867,Hockey,1.0,Artificial Turf,,,220 Burwood Highway Wantirna 3152,,,,"['Knox City Council', 'Wantirna', 'Sports', 'Hockey']"
Knox City Council,Knox Regional Netball Centre,Ferntree Gully,-37.888906,145.279168,Netball,18.0,Synthetic,,,9 Dempster Street Ferntree Gully 3156,,,,"['Knox City Council', 'Ferntree Gully', 'Sports', 'Netball']"
Knox City Council,Egan Lee Reserve,Knoxfield,-37.883019,145.247276,Soccer,3.0,Grass,,,Wallace Road Knoxfield 3180,,,,"['Knox City Council', 'Knoxfield', 'Sports', 'Soccer']"
Knox City Council,Alan Hammill's Squash Centre,Ferntree Gully,-37.874958,145.2705,Squash / Racquetball,4.0,,,,47 McMahons Road Ferntree Gully 3156,,,,"['Knox City Council', 'Ferntree Gully', 'Sports', 'Squash']"
Knox City Council,Beaver Swim School Pty Ltd,Boronia,-37.861,145.2685,Swimming,,,,,262 Boronia Road Boronia 3155,,,,"['Knox City Council', 'Boronia', 'Sports', 'Swimming']"
Knox City Council,Boronia Reserve Public Tennis Courts,Boronia,-37.864729,145.28513700000000,Tennis (Outdoor),1.0,Asphalt,,,Park Crescent Boronia 3155,,,,"['Knox City Council', 'Boronia', 'Sports', 'Tennis']"
Knox City Council,Coleman Road Reserve Tennis Courts,Wantirna South,-37.861206,145.25303,Tennis (Outdoor),2.0,Asphalt,,,Coleman Road Wantirna South 3152,,,,"['Knox City Council', 'Wantirna South', 'Sports', 'Tennis']"
Knox City Council,Glenfern Park,Ferntree Gully,-37.890088,145.28594100000000,Tennis (Outdoor),8.0,Clay,,,Glenfern Road Ferntree Gully 3156,,,,"['Knox City Council', 'Ferntree Gully', 'Sports', 'Tennis']"
Knox City Council,Goodlife Health Clubs - Tennis Courts,Wantirna,-37.854284,145.21717900000000,Tennis (Outdoor),4.0,,,,141 Mountain Highway Wantirna 3152,,,,"['Knox City Council', 'Wantirna', 'Sports', 'Tennis']"
Knox City Council,Otway Street Tennis Court,Knoxfield,-37.89376,145.249447,Tennis (Outdoor),1.0,Asphalt,,,Otway Street Knoxfield 3180,,,,"['Knox City Council', 'Knoxfield', 'Sports', 'Tennis']"
Knox City Council,St Jude's Tennis Club,Scoresby,-37.890232,145.226622,Tennis (Outdoor),6.0,Clay,,,49 George Street Scoresby 3179,,,,"['Knox City Council', 'Scoresby', 'Sports', 'Tennis']"
Knox City Council,Templer Tennis Club,Bayswater,-37.853825,145.262488,Tennis (Outdoor),3.0,Clay,,,51 Elizabeth Street Bayswater 3153,,,,"['Knox City Council', 'Bayswater', 'Sports', 'Tennis']"
Knox City Council,J. W. Manson Reserve,Heathmont,-37.840846,145.236981,Cricket,3.0,Synthetic Pitch,3. Average,Male,Selkirk Avenue Heathmont 3135,,,,"['Knox City Council', 'Heathmont', 'Sports', 'Cricket']"
Maroondah City Council,Ainslie Park,Croydon,-37.79537,145.263933,Australian Rules Football,1.0,Grass,,Male,Brentnall Road Croydon 3136,,,,"['Maroondah City Council', 'Croydon', 'Sports', 'Football']"
Maroondah City Council,Cheong Park,Croydon South,-37.809342,145.268724,Australian Rules Football,1.0,Grass,3. Average,"Female, Male",Eastfield Road Croydon South 3136,,,,"['Maroondah City Council', 'Croydon South', 'Sports', 'Football']"
Maroondah City Council,East Ringwood Reserve,Ringwood East,-37.808103,145.246274,Australian Rules Football,2.0,Grass,2. Poor,Male,Mt Dandenong Road Ringwood East 3135,,,,"['Maroondah City Council', 'Ringwood East', 'Sports', 'Football']"
Maroondah City Council,HE Parker Reserve,Heathmont,-37.83533900000000,145.253573,Australian Rules Football,2.0,Grass,3. Average,"Female, Male",Heathmont Road Heathmont 3135,,,,"['Maroondah City Council', 'Heathmont', 'Sports', 'Football']"
Maroondah City Council,Jubilee Park,Ringwood,-37.824098,145.23187,Australian Rules Football,2.0,Grass,3. Average,Male,Greenwood Avenue Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Football']"
Maroondah City Council,Quambee Reserve,Ringwood North,-37.782582,145.24608700000000,Australian Rules Football,3.0,Grass,4. Good,Male,Wonga Road Ringwood North 3134,,,,"['Maroondah City Council', 'Ringwood North', 'Sports', 'Football']"
Maroondah City Council,John Frost Stadium,Croydon South,-37.809887,145.267566,Basketball,1.0,Wooden Gymnasium,3. Average,"Female, Male",Eastfield Road Croydon South 3136,,,,"['Maroondah City Council', 'Croydon South', 'Sports', 'Basketball']"
Maroondah City Council,Maroondah Indoor Sports Centre,Ringwood,-37.8332,145.221599,Basketball,4.0,Wooden Gymnasium,4. Good,"Female, Male",362-378 Canterbury Road Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Basketball']"
Maroondah City Council,Belmont Park,Croydon South,-37.815417,145.282313,Cricket,1.0,Synthetic Pitch,3. Average,"Female, Male",Olympus Drive Croydon South 3136,,,,"['Maroondah City Council', 'Croydon South', 'Sports', 'Cricket']"
Maroondah City Council,Dorset Recreation Reserve,Croydon,-37.807312,145.293271,Cricket,2.0,Synthetic Pitch,3. Average,"Female, Male",Dorset Road Croydon 3136,,,,"['Maroondah City Council', 'Croydon', 'Sports', 'Cricket']"
Maroondah City Council,Glen Park,Bayswater North,-37.834767,145.273865,Cricket,1.0,Synthetic Pitch,5. Very Good,"Female, Male",Glen Park Road Bayswater North 3153,,,,"['Maroondah City Council', 'Bayswater North', 'Sports', 'Cricket']"
Maroondah City Council,Gracedale Park,Ringwood East,-37.822441,145.263421,Cricket,1.0,Synthetic Pitch,3. Average,"Female, Male",Gracedale Avenue Ringwood East 3135,,,,"['Maroondah City Council', 'Ringwood East', 'Sports', 'Cricket']"
Maroondah City Council,Greenwood Park,Ringwood,-37.818217,145.23134,Cricket,1.0,Synthetic Pitch,,,Greenwood Avenue Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Cricket']"
Maroondah City Council,Dorset Golf Course,Croydon,-37.807609,145.297933,Golf,,18 Hole Course - Public,4. Good,"Female, Male",Trawalla Road Croydon 3136,,,,"['Maroondah City Council', 'Croydon', 'Sports', 'Golf']"
Maroondah City Council,Ringwood Golf Course,Ringwood,-37.833431,145.223885,Golf,,18 Hole Course - Public,5. Very Good,"Female, Male",352 Canterbury Road Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Golf']"
Maroondah City Council,Yarra Valley Grammar School,Ringwood,-37.784322,145.259866,Hockey,1.0,Artificial Turf,,,Kalinda Road Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Hockey']"
Maroondah City Council,Croydon Memorial Pool,Croydon,-37.797105,145.28615,Swimming,,"50m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool",4. Good,"Female, Male",Springfield Avenue Croydon 3136,,,,"['Maroondah City Council', 'Croydon', 'Sports', 'Swimming']"
Maroondah City Council,Ringwood Aquatic Centre,Ringwood,-37.825166,145.231457,Swimming,,"25m Pool - Indoor, 25m Pool - Outdoor, Diving Pool, Toddlers Pool",,,Greenwood Avenue Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Swimming']"
Maroondah City Council,Parkwood Tennis Club,Ringwood North,-37.78067,145.24573700000000,Tennis (Outdoor),12.0,,3. Average,"Female, Male",Wonga Road Ringwood North 3134,,,,"['Maroondah City Council', 'Ringwood North', 'Sports', 'Tennis']"
Maroondah City Council,Ringwood Catholic Tennis Club,Ringwood,-37.823619,145.236907,Tennis (Outdoor),6.0,Clay,,,Great Ryrie Street Ringwood 3134,,,,"['Maroondah City Council', 'Ringwood', 'Sports', 'Tennis']"
Casey City Council,Arch Brown Reserve,Berwick,-38.027951,145.354874,Australian Rules Football,1.0,Grass,4. Good,"Umpire/Officials, Unisex",Buchanan Road Berwick 3806,,,,"['Casey City Council', 'Berwick', 'Sports', 'Football']"
Casey City Council,Banjo Patterson Park,Lynbrook,-38.056559,145.24987,Australian Rules Football,1.0,Grass,5. Very Good,Unisex,Patterson Drive Lynbrook 3975,,,,"['Casey City Council', 'Lynbrook', 'Sports', 'Football']"
Casey City Council,Barry Simon Recreation Reserve,Endeavour Hills,-37.967677,145.264227,Australian Rules Football,1.0,Grass,3. Average,"Male, Umpire/Officials",Gleneagles Drive Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Football']"
Casey City Council,"Berwick Springs Recreation Reserve,",Narre Warren South,-38.070985,145.315223,Australian Rules Football,1.0,Grass,5. Very Good,"Umpire/Officials, Unisex",Berwick Springs Promenade Narre Warren South 3805,,,,"['Casey City Council', 'Narre Warren South', 'Sports', 'Football']"
Casey City Council,"Cairns Road Recreation Reserve,",Hampton Park,-38.03745900000000,145.258923,Australian Rules Football,1.0,Grass,5. Very Good,Unisex,Cairns Road Hampton Park 3976,,,,"['Casey City Council', 'Hampton Park', 'Sports', 'Football']"
Casey City Council,Carlisle Park Reserve,Cranbourne,-38.08652,145.292502,Australian Rules Football,1.0,Grass,,,41 Majestic Boulevard Cranbourne 3977,,,,"['Casey City Council', 'Cranbourne', 'Sports', 'Football']"
Casey City Council,Clyde Recreation Reserve,Clyde,-38.11994,145.32829100000000,Australian Rules Football,1.0,Grass,,,Patterson Road Clyde 3978,,,,"['Casey City Council', 'Clyde', 'Sports', 'Football']"
Casey City Council,Glover Recreation Reserve,Deavon Meadows,-38.156582,145.302598,Australian Rules Football,1.0,Grass,3. Average,"Male, Umpire/Officials",Cross Road Deavon Meadows,,,,"['Casey City Council', 'Deavon Meadows', 'Sports', 'Football']"
Casey City Council,"Hallam Recreation Reserve,",Hallam,-38.001698,145.26916700000000,Australian Rules Football,1.0,Grass,5. Very Good,"Umpire/Officials, Unisex",Frawley Road Hallam 3803,,,,"['Casey City Council', 'Hallam', 'Sports', 'Football']"
Casey City Council,"Kalora Park Rec. Reserve,",Narre Warren North,-37.991078,145.30536900000000,Australian Rules Football,1.0,Grass,3. Average,"Umpire/Officials, Unisex",Fox Road Narre Warren North 3805,,,,"['Casey City Council', 'Narre Warren North', 'Sports', 'Football']"
Casey City Council,Max Pawsey Recreation Reserve,Narre Warren,-38.017492,145.298057,Australian Rules Football,2.0,Grass,4. Good,"Umpire/Officials, Unisex",Magid Drive Narre Warren 3805,,,,"['Casey City Council', 'Narre Warren', 'Sports', 'Football']"
Casey City Council,"Pearcedale Recreation Reserve,",Pearcedale,-38.20352000000000,145.228467,Australian Rules Football,2.0,Grass,4. Good,"Male, Umpire/Officials",Baxter-Tooradin Road Pearcedale 3912,,,,"['Casey City Council', 'Pearcedale', 'Sports', 'Football']"
Casey City Council,"Power Road Recreation Reserve,",Doveton,-37.980461,145.241124,Australian Rules Football,1.0,Grass,3. Average,"Male, Umpire/Officials",Power Road Doveton 3177,,,,"['Casey City Council', 'Doveton', 'Sports', 'Football']"
Casey City Council,"Reid Robinson Rec. Reserve,",Eumemmerring,-37.996774,145.242946,Australian Rules Football,2.0,Grass,2. Poor,"Male, Umpire/Officials",Oak Avenue Eumemmerring 3802,,,,"['Casey City Council', 'Eumemmerring', 'Sports', 'Football']"
Casey City Council,"Rutter Park Reserve,",Tooradin,-38.216527,145.38644400000000,Australian Rules Football,1.0,Grass,4. Good,,2920 South Gippsland Hwy Tooradin 3980,,,,"['Casey City Council', 'Tooradin', 'Sports', 'Football']"
Casey City Council,"Warneet Recreation Reserve,",Warneet,-38.21914500000000,145.31346100000000,Australian Rules Football,1.0,Grass,3. Average,,Warneet Road Warneet 3980,,,,"['Casey City Council', 'Warneet', 'Sports', 'Football']"
Casey City Council,Berwick Leisure Centre,Berwick,-38.030319,145.365332,Badminton,1.0,Wooden Flooring,3. Average,"Female, Male",79 Manuka Road Berwick 3806,,,,"['Casey City Council', 'Berwick', 'Sports', 'Badminton']"
Casey City Council,Endeavour Hills Leisure Centre,Endeavour Hills,-37.978588,145.25978500000000,Badminton,2.0,Wooden Flooring,4. Good,"Female, Male",10 Raymond MCMahon Boulevard Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Badminton']"
Casey City Council,Cyril Molyneaux Reserve,Berwick,-38.030161,145.326314,Baseball,2.0,Grass,4. Good,Unisex,Mansfield Street Berwick 3806,,,,"['Casey City Council', 'Berwick', 'Sports', 'Baseball']"
Casey City Council,"Morning Mist Recreation Reserve,",Cranbourne South,-38.146868,145.232147,Basketball,1.0,Asphalt,,,Browns Road Cranbourne South 3977,,,,"['Casey City Council', 'Cranbourne South', 'Sports', 'Basketball']"
Casey City Council,Amberly Park Drive Reserve,Narre Warren South,-38.04597800000000,145.28944100000000,Cricket,1.0,Synthetic Pitch,,,Amberly Park Drive Narre Warren South 3805,,,,"['Casey City Council', 'Narre Warren South', 'Sports', 'Cricket']"
Casey City Council,Donnelly Recreation Reserve,Cranbourne,-38.089272,145.277514,Cricket,2.0,Synthetic Pitch,4. Good,,Lesdon Avenue Cranbourne 3977,,,,"['Casey City Council', 'Cranbourne', 'Sports', 'Cricket']"
Casey City Council,"Frog Hollow Recreation Reserve,",Endeavour Hills,-37.989384,145.274223,Cricket,1.0,Synthetic Pitch,3. Average,"Male, Umpire/Officials",Hallam North Road Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Cricket']"
Casey City Council,Waratah South Reserve,Eumemmerring,-37.995007,145.245483,Cricket,1.0,Synthetic Pitch,,,Frawley Road Eumemmerring 3802,,,,"['Casey City Council', 'Eumemmerring', 'Sports', 'Cricket']"
Casey City Council,Amstel Golf Club,Cranbourne,-38.113758,145.257204,Golf,1.0,18 Hole Course - Private,,,Cranbourne-Frankston Road Cranbourne 3977,,,,"['Casey City Council', 'Cranbourne', 'Sports', 'Golf']"
Casey City Council,Churchill Park Golf Club,Endeavour Hills,-37.962664,145.253838,Golf,1.0,18 Hole Course - Private,,,Churchill Park Drive Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Golf']"
Casey City Council,Cranbourne Golf Club,Cranbourne North,-38.070839,145.281902,Golf,1.0,18 Hole Course - Private,,,Golf Club Road Cranbourne North 3977,,,,"['Casey City Council', 'Cranbourne North', 'Sports', 'Golf']"
Casey City Council,Dandenong Workers Golf Club,Doveton,-37.990765,145.22873,Golf,1.0,,,,Betula Street Doveton 3177,,,,"['Casey City Council', 'Doveton', 'Sports', 'Golf']"
Casey City Council,Berwick Secondary College,Berwick,-38.030368,145.361966,Hockey,1.0,Artificial Turf,,,Manuka Road Berwick 3806,,,,"['Casey City Council', 'Berwick', 'Sports', 'Hockey']"
Casey City Council,"Olive Road Recreation Reserve,",Eumemmerring,-37.996841,145.243353,Netball,10.0,Asphalt,3. Average,"Female, Male",Olive Road Eumemmerring 3802,,,,"['Casey City Council', 'Eumemmerring', 'Sports', 'Netball']"
Casey City Council,Betula Reserve,Doveton,-37.988644,145.231543,Rugby League,2.0,Grass,1. Very Poor,"Male, Umpire/Officials",Kidds Road Doveton 3177,,,,"['Casey City Council', 'Doveton', 'Sports', 'Rugby']"
Casey City Council,Chalcot Lodge Reserve,Endeavour Hills,-37.969783,145.24973,Soccer,2.0,Grass,5. Very Good,"Umpire/Officials, Unisex",Haverstock Hill Close Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Soccer']"
Casey City Council,Cranbourne Soccer,Cranbourne,-38.116055,145.271576,Soccer,5.0,Grass,,,25 O'Tooles Road Cranbourne 3977,,,,"['Casey City Council', 'Cranbourne', 'Sports', 'Soccer']"
Casey City Council,"Hillsmeade Reserve,",Narre Warren South,-38.065279,145.308473,Soccer,2.0,Grass,3. Average,"Umpire/Officials, Unisex","Hillsmeade Primary School, Cheshire Place, Narre Warren South, Cranbourne, City of Casey, Victoria, 3806, Australia",,,,"['Casey City Council', 'Narre Warren South', 'Sports', 'Soccer']"
Casey City Council,"Jack Thomas Rec. Reserve,",Narre Warren North,-37.994838,145.306538,Soccer,4.0,Grass,4. Good,"Umpire/Officials, Unisex",Fox Road Narre Warren North 3804,,,,"['Casey City Council', 'Narre Warren North', 'Sports', 'Soccer']"
Casey City Council,"Waratah Recreation Reserve,",Eumemmerring,-37.992989,145.249168,Soccer,4.0,Grass,3. Average,"Umpire/Officials, Unisex",Laurel Avenue Eumemmerring 3802,,,,"['Casey City Council', 'Eumemmerring', 'Sports', 'Soccer']"
Casey City Council,Doveton Pool in the Park,Doveton,-37.98872,145.244299,Swimming,,"50m Pool - Outdoor, Childrens Learning Pool, Recreation / Play Water Space, Toddlers Pool",3. Average,"Female, Male",64 tristania Street Doveton 3177,,,,"['Casey City Council', 'Doveton', 'Sports', 'Swimming']"
Casey City Council,Sydney Parkinson Reserve,Endeavour Hills,-37.986746,145.260699,Tennis (Indoor),8.0,Hard Court,3. Average,,Sydney-Parkinson Avenue Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Tennis']"
Casey City Council,Dalton reserve,Harkaway,-38.001823,145.342576,Tennis (Outdoor),2.0,Artificial Turf,4. Good,,King Road Harkaway 3806,,,,"['Casey City Council', 'Harkaway', 'Sports', 'Tennis']"
Casey City Council,Narre Warren Country Club Tennis Court,Narre Warren,-38.02522800000000,145.309751,Tennis (Outdoor),14.0,Artificial Turf,,,Lauderdale Road Narre Warren 3805,,,,"['Casey City Council', 'Narre Warren', 'Sports', 'Tennis']"
Casey City Council,Narre Warren Nth Tennis Club,Narre Warren North,-37.979048,145.314987,Tennis (Outdoor),4.0,Artificial Turf,5. Very Good,,Old Abeckett Road Narre Warren North 3805,,,,"['Casey City Council', 'Narre Warren North', 'Sports', 'Tennis']"
Casey City Council,Dandenong Softball Park,Endeavour Hills,-37.957819,145.23726200000000,Softball,5.0,Grass,,,Brady Road Endeavour Hills 3802,,,,"['Casey City Council', 'Endeavour Hills', 'Sports', 'Softball']"
Bayside City Council,Banksia Reserve,Beaumaris,-37.986546,145.042191,Australian Rules Football,1.0,Grass,,,Tramway Parade Beaumaris 3193,,,,"['Bayside City Council', 'Beaumaris', 'Sports', 'Football']"
